tonearm_spec_id,manufacturer,model_name,field_name,value_num,value_text,unit,raw_value_text,status,confidence,notes,source_name,source_url
1993,Acoustic Solid,WTB 313 12-inch,cartridge_weight_range_g,,8-25 g,,Pickup weight: 8 – 25g,parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
2000,Acoustic Solid,WTB 313 12-inch,counterweight_g,120.0,,g,Counterweight: 120g,parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
1995,Acoustic Solid,WTB 313 12-inch,effective_length_mm,302.9,,mm,Effective length: 302.9 mm distance between tonearm pivot point and pickup tip,parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
1998,Acoustic Solid,WTB 313 12-inch,mount_hole_mm,30.0,,mm,Tonearm mounting hole: 30 mm,parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
1994,Acoustic Solid,WTB 313 12-inch,mounting_distance_mm,287.0,,mm,Mounting distance: 287 mm distance between platter axis and tonearm pivot point,parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
2003,Acoustic Solid,WTB 313 12-inch,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
1992,Acoustic Solid,WTB 313 12-inch,offset_angle_deg,17.3,,deg,Offset angle: 17.3°,parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
1996,Acoustic Solid,WTB 313 12-inch,overhang_mm,15.9,,mm,Overhang: 15.9 mm distance between pickup tip and platter axis,parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
2534,Acoustic Solid,WTB 313 12-inch,product_family,,Official Acoustic Solid tonearm catalogue includes current tonearm lineup including WTB 313 12-inch.,,produkt-kategorie/tonarme,parsed,0.55,Official manufacturer tonearm catalogue page used as family-level support where direct static extraction was limited.,Acoustic Solid tonearms category page,https://acoustic-solid.com/produkt-kategorie/tonarme/
1997,Acoustic Solid,WTB 313 12-inch,signal_cable,,continuous RCA cable; XLR available on request,,"Signal cable: Continuously assembled with RCA plugs without interruption, XLR possible on request",parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
2001,Acoustic Solid,WTB 313 12-inch,total_weight_g,450.0,,g,Total weight: 450g,parsed,0.84,,Kronos AV Acoustic Solid 313 12-inch tonearm page,https://www.kronosav.com/products/acoustic-solid-313-12-tonearm
2020,Acoustic Solid,WTB 370,arm_tube_construction,,"brand new tube with increased rigidity to bearing housing, arm carrier and headshell",,"Featuring a brand new tube with increased rigidity to the bearing housing, arm carrier and headshell",parsed,0.8,,Electronic Depot Acoustic Solid Metal 111 / WTB 370 page,https://www.theelectronicdepot.ca/turntables/acoustic-solid-metal-111-turntable-cartridge.html
2019,Acoustic Solid,WTB 370,arm_type,,low mass arm,,Tonearm: WTB-370 low mass arm,parsed,0.8,,Electronic Depot Acoustic Solid Metal 111 / WTB 370 page,https://www.theelectronicdepot.ca/turntables/acoustic-solid-metal-111-turntable-cartridge.html
2022,Acoustic Solid,WTB 370,bearing_system,,high precision bearing assemblies with almost friction-free movement,,Extreme stability with almost friction free movement from the high precision bearing assemblies,parsed,0.8,,Electronic Depot Acoustic Solid Metal 111 / WTB 370 page,https://www.theelectronicdepot.ca/turntables/acoustic-solid-metal-111-turntable-cartridge.html
2021,Acoustic Solid,WTB 370,mass_distribution,,intelligent redistribution of mass,,coupled with intelligent redistribution of mass,parsed,0.78,,Electronic Depot Acoustic Solid Metal 111 / WTB 370 page,https://www.theelectronicdepot.ca/turntables/acoustic-solid-metal-111-turntable-cartridge.html
2027,Acoustic Solid,WTB 370,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Electronic Depot Acoustic Solid Metal 111 / WTB 370 page,https://www.theelectronicdepot.ca/turntables/acoustic-solid-metal-111-turntable-cartridge.html
2024,Acoustic Solid,WTB 370,package_role,,Package 1 tonearm; no cartridge included,,Package 1 contains WTB-370 Tonearm Only! No Cartridge!,parsed,0.76,,Vinyl Sound Acoustic Solid Solid 111 Metal page,https://vinylsound.ca/products/acoustic-solid-solid-111-metal-turntable
2025,Acoustic Solid,WTB 370,package_role,,Package 1 tonearm; no cartridge included,,Package 1 contains WTB-370 Tonearm Only! No Cartridge!,parsed,0.76,,Vinyl Sound Acoustic Solid Solid 311 Metal page,https://vinylsound.ca/products/acoustic-solid-solid-311-metal-turntable
2535,Acoustic Solid,WTB 370,product_lineage,,Official Acoustic Solid Solid Edition turntable page references the WTB 370 package arm.,,solid-edition / WTB 370,parsed,0.55,Official manufacturer package page used to corroborate current WTB 370 lineup presence.,Acoustic Solid Solid Edition official product page,https://acoustic-solid.com/produkt/solid-edition/
2536,Acoustic Solid,WTB 370,product_lineage,,Official Acoustic Solid Solid Machine turntable page references the WTB 370 package arm.,,solid-machine / WTB 370,parsed,0.55,Second official manufacturer package page corroborates WTB 370 presence in the current lineup.,Acoustic Solid Solid Machine official product page,https://acoustic-solid.com/produkt/solid-machine/
2023,Acoustic Solid,WTB 370,resonance_control,,fewer possible resonance points,,ensure this arm will exhibit fewer points of possible resonance,parsed,0.78,,Electronic Depot Acoustic Solid Metal 111 / WTB 370 page,https://www.theelectronicdepot.ca/turntables/acoustic-solid-metal-111-turntable-cartridge.html
2387,Acoustical Systems,AQUILAR Reference 10-inch,alignment_geometry,,UNI-DIN,,the design is based on the unique UNI-DIN geometry,parsed,0.9,,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/
2386,Acoustical Systems,AQUILAR Reference 10-inch,anti_skating,,non-touch magnetic anti-skating on-the-fly; dynamic following tangential curve,,non-touch magnetic Antiskating on-the-fly; dynamic anti skating following the tangential curve,parsed,0.9,,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/
2376,Acoustical Systems,AQUILAR Reference 10-inch,arm_size,,10-inch,,the AQUILAR - 10” reference tonearm,parsed,0.9,,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/
2385,Acoustical Systems,AQUILAR Reference 10-inch,arm_tube_material,,titanium/carbon-hybrid arm wand,,unique acoustical-systems non-resonance titanium/carbon-hybrid arm wand,parsed,0.9,,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/
2377,Acoustical Systems,AQUILAR Reference 10-inch,arm_type,,pivot tonearm with double nano-gimbal bearing architecture,,The AQUILAR is a pivot tonearm featuring a double nano-gimbal bearing architecture,parsed,0.9,,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2384,Acoustical Systems,AQUILAR Reference 10-inch,cartridge_range_high_g,30.0,,g,Cartridge weight balanced: 5.2 to 30 grams,parsed,0.9,,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2383,Acoustical Systems,AQUILAR Reference 10-inch,cartridge_range_low_g,5.2,,g,Cartridge weight balanced: 5.2 to 30 grams,parsed,0.9,,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2378,Acoustical Systems,AQUILAR Reference 10-inch,effective_length_mm,250.0,,mm,Effective length w/Loefgren A: 10” = 250 mm,parsed,0.9,,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2382,Acoustical Systems,AQUILAR Reference 10-inch,effective_mass_g,11.4,,g,Effective moving mass net: 10” = 11.4 grams,parsed,0.9,,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2379,Acoustical Systems,AQUILAR Reference 10-inch,mounting_distance_mm,238.0,,mm,Pivot to Spindle: 10” = 238 mm,parsed,0.9,,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2389,Acoustical Systems,AQUILAR Reference 10-inch,mounting_type,,flat top mount plate or SME-mounting plate,,available in 2 mounting versions ... flat top mount plate ... or drop-in replacement for any standard SME-mounting plate,parsed,0.9,,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/
2411,Acoustical Systems,AQUILAR Reference 10-inch,null_alignment_type,,Baewald,,Effective length w/Loefgren A: 10” = 250 mm,derived,0.95,Backfilled from explicit alignment-language evidence in model metadata or source text.,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2380,Acoustical Systems,AQUILAR Reference 10-inch,offset_angle_deg,,variable approx. 16°-23°,,Offset angle: variable approx. 16° - 23°,parsed,0.9,,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2388,Acoustical Systems,AQUILAR Reference 10-inch,output_cable,,direct-to-phono 1.2 m lead (RCA or XLR) or male DIN 5-pole,,available with 2 terminal options: direct-to-phono 1.2 m length phono lead (RCA or XLR) or male DIN 5-pole connector,parsed,0.9,,Acoustical Systems AQUILAR official page,https://www.acoustical-systems.de/as-tonearms/the-aquilar-10-reference-tonearm/
2381,Acoustical Systems,AQUILAR Reference 10-inch,overhang_mm,,variable approx. 5-16 mm,,Overhang: variable approx. 5 to 16 mm,parsed,0.9,,Acoustical Systems AQUILAR owner manual,https://www.acoustical-systems.de/app/download/31400293/AQ_BDA_02-2020-medium.pdf
2342,Acoustical Systems,AXIOM Reference 12-inch,anti_skating,,dynamic antiskating with exchangeable inserts for tangential curve,,dynamic antiskating w/exchangeable inserts for any tangential curve,parsed,0.9,,Acoustical Systems AXIOM features page,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/the-axiom-many-unique-features-several-world-s-1st/
2336,Acoustical Systems,AXIOM Reference 12-inch,arm_size,,12-inch,,"The AXIOM 12"" reference tonearm",parsed,0.9,,Acoustical Systems AXIOM official pages,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/
2341,Acoustical Systems,AXIOM Reference 12-inch,arm_tube_material,,carbide hardened titanium / carbon-composite arm pipe with internal liquid damping,,carbide hardend titanium / carbon-composite arm pipe with internal liquid dampening on whole inner surface,parsed,0.9,,Acoustical Systems AXIOM features page,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/the-axiom-many-unique-features-several-world-s-1st/
2337,Acoustical Systems,AXIOM Reference 12-inch,arm_type,,full dynamically balanced pivot tonearm,,A dynamically full balanced pivot tonearm,parsed,0.9,,Acoustical Systems AXIOM official pages,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/
2338,Acoustical Systems,AXIOM Reference 12-inch,bearing_leveling,,bearing axis precisely levelable independent of plinth level,,the AXIOM and its bearing axis can be precisely leveled on its own,parsed,0.9,,Acoustical Systems AXIOM official pages,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/
2339,Acoustical Systems,AXIOM Reference 12-inch,effective_mass_g,22.0,,g,dynamic tunable effective moving mass from 22 gr to 42 gr in fixed mounting version,parsed,0.9,Lower bound of official tunable effective moving mass range for fixed mounting version.,Acoustical Systems AXIOM features page,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/the-axiom-many-unique-features-several-world-s-1st/
2340,Acoustical Systems,AXIOM Reference 12-inch,effective_mass_max_g,42.0,,g,dynamic tunable effective moving mass from 22 gr to 42 gr in fixed mounting version,parsed,0.9,Upper bound of official tunable effective moving mass range for fixed mounting version.,Acoustical Systems AXIOM features page,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/the-axiom-many-unique-features-several-world-s-1st/
2343,Acoustical Systems,AXIOM Reference 12-inch,mounting_design,,special 12-inch design with 9-10 inch mounting distance,,"The AXIOM is a special 12"" design with mounting distance of 9-10"" tonearm",parsed,0.9,,Acoustical Systems AXIOM features page,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/the-axiom-many-unique-features-several-world-s-1st/
2373,Acoustical Systems,AXIOM Reference 12-inch,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Acoustical Systems AXIOM official pages,https://www.acoustical-systems.de/as-tonearms/the-axiom-12-reference-tonearm/
2762,Air Tangent,2B,arm_type,,air-bearing tangential tonearm,,The Majesty Airtangent 2B air bearing tonearm,parsed,0.86,Exact-model archival support; non-official.,AIRTANGENT 2B,https://www.audioantiquary.com/en-us/airtangent-2b/
2765,Air Tangent,2B,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,AIRTANGENT 2B,https://www.audioantiquary.com/en-us/airtangent-2b/
2761,Air Tangent,2B,product_family,,2-Series,,AIRTANGENT 2B,parsed,0.86,Exact-model archival support; non-official.,AIRTANGENT 2B,https://www.audioantiquary.com/en-us/airtangent-2b/
2763,Air Tangent,2B,product_lineage,,Archival dealer documentation identifies the Airtangent 2B as an air-bearing tangential arm and notes a later magnesium-arm upgrade path.,,upgraded to the latest version (still in production) of the magnesium arm,parsed,0.84,Exact-model archival support; non-official.,AIRTANGENT 2B,https://www.audioantiquary.com/en-us/airtangent-2b/
2764,Air Tangent,2B,product_lineage,,Period Hi-Fi Choice coverage documents the Airtangent family as a Swedish linear tracking air-bearing tonearm with removable arm wand and damping trough.,,the Airtangent is a linear tracking air-bearing tonearm,parsed,0.78,Strong period family support; non-official.,Hi-Fi Choice 1987 Airtangent/Oracle Delphi review,"https://www.worldradiohistory.com/UK/Hi-Fi-Choice/1983-1989/Hi-Fi%20Choice%20Iss.%20048%20Turntables,%20Arms%20&%20Cartridges%201987.pdf"
2776,Air Tangent,2B,product_lineage,,"Archived official Airtangent/Caaltech product-page metadata enumerates 2B among legacy Airtangent model names alongside 10B, Reference, and 1B, providing official later-lineage confirmation that 2B belonged to the Airtangent model family.",,"Air Tangent, airtangent, 2002, turntable, tonearm, record player, 10B, reference, 1B, 2B, linear tonearm, air bearing tonearm",parsed,0.72,Exact-model naming appears in official archived metadata rather than body copy; accepted as official lineage support.,Airtangent 2002MKII product page archive,https://web.archive.org/web/20140605023203/http://www.caaltech.com/airtangent-arms/airtangent-2002.html
2767,Air Tangent,Model 2002,arm_type,,parallel-tracking tonearm,,new Airtangent Model 2002 Tonearm,parsed,0.9,Exact-model official archive support.,Airtangent official website archive,https://web.archive.org/web/20030605103713/http://airtangent.com/
2770,Air Tangent,Model 2002,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Airtangent official website archive,https://web.archive.org/web/20030605103713/http://airtangent.com/
2766,Air Tangent,Model 2002,product_family,,2000-Series,,Airtangent Model 2002 Tonearm,parsed,0.92,Exact-model official archive support.,Airtangent official website archive,https://web.archive.org/web/20030605103713/http://airtangent.com/
2768,Air Tangent,Model 2002,product_lineage,,Archived official Airtangent homepage presents Model 2002 as the company tonearm offering paired with the Airtangent turntable Model 2001.,,new Airtangent Model 2002 Tonearm and the Airtangent Turntable Model 2001,parsed,0.9,Exact-model official archive support.,Airtangent official website archive,https://web.archive.org/web/20030605103713/http://airtangent.com/
2769,Air Tangent,Model 2002,product_lineage,,Stereophile describes the Airtangent family as an air-bearing parallel-tracking tonearm made in Sweden.,,"Description: Air-bearing, parallel-tracking tonearm. Made in Sweden.",parsed,0.76,Family support.,Airtangent tonearm Specifications,https://www.stereophile.com/content/airtangent-tonearm-specifications
2772,Air Tangent,Reference,arm_type,,tonearm,,new Airtangent Reference Tonearm,parsed,0.88,Exact-model official archive support.,Airtangent official website archive,https://web.archive.org/web/20020530102000/http://airtangent.com/
2775,Air Tangent,Reference,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Airtangent official website archive,https://web.archive.org/web/20020530102000/http://airtangent.com/
2771,Air Tangent,Reference,product_family,,Reference-Series,,new Airtangent Reference Tonearm,parsed,0.92,Exact-model official archive support.,Airtangent official website archive,https://web.archive.org/web/20020530102000/http://airtangent.com/
2773,Air Tangent,Reference,product_lineage,,Archived official Airtangent homepage presents Reference as the company tonearm offering before the later Model 2002 homepage revision.,,new Airtangent Reference Tonearm - probably the best tonearm in the world,parsed,0.9,Exact-model official archive support.,Airtangent official website archive,https://web.archive.org/web/20020530102000/http://airtangent.com/
